Date,Region,Product,Category,Campaign,Marketing_Channel,Quarter,Spend,Impressions,Clicks,Conversions,Conversion Rate,Revenue,CTR,CPC,ROI
10/31/2023,South,Resistance Bands,Health & Fitness,Search Engine Ads Campaign,Email,Q4,4350,131000,6550,328,5%,49125,0.05,0.66,10.29
11/7/2023,West,Bluetooth Speaker,Electronics,Retargeting Campaign,Direct Mail,Q4,6600,69000,2070,104,5%,25875,0.03,3.19,2.92
11/14/2023,East,Gaming Mouse,Electronics,New Product Launch,Social Media,Q4,4350,132000,5280,264,5%,39600,0.04,0.82,8.1
11/21/2023,North,Laptop Stand,Electronics,Retargeting Campaign,Email,Q4,4450,134000,6700,335,5%,50250,0.05,0.66,10.29
11/28/2023,West,Smart Watch,Electronics,Influencer Marketing Campaign,Search Engine,Q4,4850,149000,5960,298,5%,44700,0.04,0.81,8.22
12/5/2023,South,Multivitamins,Health & Fitness,New Product Launch,Email,Q4,4550,137000,6850,342,5%,51375,0.05,0.66,10.29
12/12/2023,East,Sports Jacket,Fashion,Cart Abandonment Campaign,Direct Mail,Q4,6700,70000,2100,105,5%,26250,0.03,3.19,2.92
12/19/2023,North,Yoga Mat,Health & Fitness,Flash Sale Campaign,Social Media,Q4,4450,135000,5400,270,5%,40500,0.04,0.82,8.1
12/26/2023,South,Mechanical Keyboard,Electronics,Email Promotion,Email,Q4,4650,140000,7000,350,5%,52500,0.05,0.66,10.29
1/2/2024,North,Laptop Stand,Electronics,Flash Sale Campaign,Search Engine,Q1,4950,152000,6080,304,5%,45600,0.04,0.81,8.21
1/9/2024,East,Protein Powder,Health & Fitness,New Product Launch,Email,Q1,4750,143000,7150,358,5%,53625,0.05,0.66,10.29
1/16/2024,West,Sports Jacket,Fashion,Summer Sale Campaign,Direct Mail,Q1,6800,71000,2130,106,5%,26625,0.03,3.19,2.92
1/23/2024,North,Smart Watch,Electronics,Retargeting Campaign,Social Media,Q1,4550,138000,5520,276,5%,41400,0.04,0.82,8.1
1/30/2024,West,Denim Jeans,Fashion,Social Media Boost Campaign,Email,Q1,4850,146000,7300,365,5%,54750,0.05,0.66,10.29
2/6/2024,West,Bluetooth Speaker,Electronics,Retargeting Campaign,Search Engine,Q1,5050,155000,6200,310,5%,46500,0.04,0.81,8.21
2/13/2024,East,Resistance Bands,Health & Fitness,New Product Launch,Email,Q1,4950,149000,7450,372,5%,55875,0.05,0.66,10.29
2/20/2024,West,Yoga Pants,Fashion,Summer Sale Campaign,Direct Mail,Q1,6900,72000,2160,108,5%,27000,0.03,3.19,2.91
2/27/2024,North,Laptop Stand,Electronics,Search Engine Ads Campaign,Social Media,Q1,4650,141000,5640,282,5%,42300,0.04,0.82,8.1
3/5/2024,West,Hoodie,Fashion,Social Media Boost Campaign,Email,Q1,5050,152000,7600,380,5%,57000,0.05,0.66,10.29
3/12/2024,East,Casual T-Shirt,Fashion,Summer Sale Campaign,Search Engine,Q2,5150,158000,6320,316,5%,47400,0.04,0.81,8.2
3/19/2024,North,Sports Jacket,Fashion,Retargeting Campaign,Email,Q2,5150,155000,7750,388,5%,58125,0.05,0.66,10.29
3/26/2024,North,Bluetooth Speaker,Electronics,Search Engine Ads Campaign,Direct Mail,Q2,7000,73000,2190,110,5%,27375,0.03,3.2,2.91
4/2/2024,North,Smart Watch,Electronics,Flash Sale Campaign,Social Media,Q2,4750,144000,5760,288,5%,43200,0.04,0.82,8.09
4/9/2024,South,Bluetooth Speaker,Electronics,Summer Sale Campaign,Email,Q2,5250,158000,7900,395,5%,59250,0.05,0.66,10.29
4/16/2024,South,Sports Jacket,Fashion,Summer Sale Campaign,Search Engine,Q2,5250,161000,6440,322,5%,48300,0.04,0.82,8.2
4/23/2024,South,Gym Gloves,Health & Fitness,Social Media Boost Campaign,Email,Q2,5350,161000,8050,402,5%,60375,0.05,0.66,10.28
4/30/2024,North,Yoga Mat,Health & Fitness,New Product Launch,Direct Mail,Q2,7100,74000,2220,111,5%,27750,0.03,3.2,2.91
5/7/2024,South,Resistance Bands,Health & Fitness,Cart Abandonment Campaign,Social Media,Q2,4850,147000,5880,294,5%,44100,0.04,0.82,8.09
5/14/2024,South,Casual T-Shirt,Fashion,Summer Sale Campaign,Email,Q2,5450,164000,8200,410,5%,61500,0.05,0.66,10.28
5/21/2024,North,Laptop Stand,Electronics,Email Promotion,Search Engine,Q2,5350,164000,6560,328,5%,49200,0.04,0.82,8.2
5/28/2024,East,Gaming Mouse,Electronics,Retargeting Campaign,Email,Q2,5550,167000,8350,418,5%,62625,0.05,0.66,10.28
6/4/2024,West,Laptop Stand,Electronics,Email Promotion,Direct Mail,Q2,7200,75000,2250,112,5%,28125,0.03,3.2,2.91
6/11/2024,East,Wireless Earbuds,Electronics,Summer Sale Campaign,Social Media,Q2,4950,150000,6000,300,5%,45000,0.04,0.82,8.09
6/18/2024,North,Yoga Pants,Fashion,Summer Sale Campaign,Email,Q2,5650,170000,8500,425,5%,63750,0.05,0.66,10.28
6/25/2024,South,Bluetooth Speaker,Electronics,Social Media Boost Campaign,Search Engine,Q3,5450,167000,6680,334,5%,50100,0.04,0.82,8.19
7/2/2024,North,Mechanical Keyboard,Electronics,New Product Launch,Email,Q3,5750,173000,8650,432,5%,64875,0.05,0.66,10.28
7/9/2024,South,Hoodie,Fashion,Seasonal Discount Campaign,Direct Mail,Q3,7300,76000,2280,114,5%,28500,0.03,3.2,2.9
7/16/2024,North,Casual T-Shirt,Fashion,Brand Awareness Campaign,Social Media,Q3,5050,153000,6120,306,5%,45900,0.04,0.82,8.09
7/23/2024,North,Hoodie,Fashion,New Product Launch,Email,Q3,5850,176000,8800,440,5%,66000,0.05,0.66,10.28
7/30/2024,East,Running Shoes,Fashion,New Product Launch,Search Engine,Q3,5550,170000,6800,340,5%,51000,0.04,0.82,8.19
8/6/2024,South,Yoga Pants,Fashion,New Product Launch,Email,Q3,5950,179000,8950,448,5%,67125,0.05,0.66,10.28
8/13/2024,West,Denim Jeans,Fashion,Search Engine Ads Campaign,Direct Mail,Q3,7400,77000,2310,116,5%,28875,0.03,3.2,2.9
8/20/2024,South,Laptop Stand,Electronics,Summer Sale Campaign,Social Media,Q3,5150,156000,6240,312,5%,46800,0.04,0.82,8.09
8/27/2024,North,Sports Jacket,Fashion,Social Media Boost Campaign,Email,Q3,6050,182000,9100,455,5%,68250,0.05,0.66,10.28
9/3/2024,South,Gaming Mouse,Electronics,Summer Sale Campaign,Search Engine,Q4,5650,173000,6920,346,5%,51900,0.04,0.82,8.19
9/10/2024,West,Bluetooth Speaker,Electronics,New Product Launch,Email,Q4,6150,185000,9250,462,5%,69375,0.05,0.66,10.28
9/17/2024,South,Smart Watch,Electronics,Summer Sale Campaign,Direct Mail,Q4,7500,78000,2340,117,5%,29250,0.03,3.21,2.9
9/24/2024,North,Gym Gloves,Health & Fitness,Retargeting Campaign,Social Media,Q4,5250,159000,6360,318,5%,47700,0.04,0.82,8.09
10/1/2024,West,Resistance Bands,Health & Fitness,Retargeting Campaign,Email,Q4,6250,188000,9400,470,5%,70500,0.05,0.66,10.28
10/8/2024,South,Yoga Pants,Fashion,Summer Sale Campaign,Search Engine,Q4,5750,176000,7040,352,5%,52800,0.04,0.82,8.18
10/15/2024,East,Running Shoes,Fashion,Cart Abandonment Campaign,Email,Q4,6350,191000,9550,478,5%,71625,0.05,0.66,10.28
10/22/2024,West,Bluetooth Speaker,Electronics,New Product Launch,Direct Mail,Q4,7600,79000,2370,118,5%,29625,0.03,3.21,2.9
10/29/2024,North,Fitness Tracker,Electronics,Summer Sale Campaign,Social Media,Q4,5350,162000,6480,324,5%,48600,0.04,0.82,8.09
11/5/2024,East,Multivitamins,Health & Fitness,Social Media Boost Campaign,Email,Q4,6450,194000,9700,485,5%,72750,0.05,0.66,10.28
11/12/2024,North,Sneakers,Fashion,Retargeting Campaign,Search Engine,Q4,5850,179000,7160,358,5%,53700,0.04,0.82,8.18
11/19/2024,North,Running Shoes,Fashion,Retargeting Campaign,Email,Q4,6550,197000,9850,492,5%,73875,0.05,0.66,10.28
11/26/2024,North,Smart Watch,Electronics,Summer Sale Campaign,Direct Mail,Q4,7700,80000,2400,120,5%,30000,0.03,3.21,2.9
12/3/2024,North,Gaming Mouse,Electronics,Retargeting Campaign,Social Media,Q4,5450,165000,6600,330,5%,49500,0.04,0.82,8.09
12/10/2024,South,Gym Gloves,Health & Fitness,New Product Launch,Email,Q4,6650,200000,10000,500,5%,75000,0.05,0.67,10.28
12/17/2024,South,Mechanical Keyboard,Electronics,Retargeting Campaign,Search Engine,Q4,5950,182000,7280,364,5%,54600,0.04,0.82,8.18
12/24/2024,West,Bluetooth Speaker,Electronics,Search Engine Ads Campaign,Email,Q4,6750,203000,10150,508,5%,76125,0.05,0.66,10.28
12/31/2024,North,Fitness Tracker,Electronics,Seasonal Discount Campaign,Direct Mail,Q4,7800,81000,2430,122,5%,30375,0.03,3.21,2.89
